event,fighter1,fighter2,fighter1_odds,fighter2_odds,result,date,link,timestamp,fighter1_implied_prob,fighter2_implied_prob,total_implied_prob,bookmaker_margin,fighter1_norm_prob,fighter2_norm_prob,result_encoded,has_result,odds_diff,odds_ratio,fighter1_is_favorite,underdog_odds,favorite_odds,odds_gap,year,month,day_of_week
UFC 317,Terrance McKinney,Viacheslav Borshchev,1.67,2.36,Terrance McKinney,2025-06-28,http://www.betmma.tips/mma_event_betting_history.php?Event=1800,2025-08-02 09:58:58.713051,0.5988023952095809,0.42372881355932207,1.022531208768903,0.02253120876890291,0.5856079404466502,0.4143920595533499,1,1,-0.69,0.7076271186440678,1,2.36,1.67,0.69,2025,6,5
UFC 317,Niko Price,Jacobe Smith,13.0,1.06,Jacobe Smith,2025-06-28,http://www.betmma.tips/mma_event_betting_history.php?Event=1800,2025-08-02 09:58:58.713051,0.07692307692307693,0.9433962264150942,1.0203193033381712,0.020319303338171224,0.07539118065433856,0.9246088193456614,0,1,11.94,12.264150943396226,0,13.0,1.06,11.94,2025,6,5
UFC 317,Jhonata Diniz,Alvin  Hines,1.25,4.8,Jhonata Diniz,2025-06-28,http://www.betmma.tips/mma_event_betting_history.php?Event=1800,2025-08-02 09:58:58.713051,0.8,0.20833333333333334,1.0083333333333333,0.008333333333333304,0.7933884297520661,0.2066115702479339,1,1,-3.55,0.2604166666666667,1,4.8,1.25,3.55,2025,6,5
UFC Fight Night: Hill vs. Rountree,Jamahal Hill,Khalil Rountree,2.1,2.0,Khalil Rountree,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.47619047619047616,0.5,0.9761904761904762,-0.023809523809523836,0.4878048780487805,0.5121951219512195,0,1,0.10000000000000009,1.05,0,2.1,2.0,0.10000000000000009,2025,6,5
UFC Fight Night: Hill vs. Rountree,Rafael Fiziev,Ignacio Bahamondes,2.22,1.8,Rafael Fiziev,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.4504504504504504,0.5555555555555556,1.006006006006006,0.006006006006006093,0.44776119402985065,0.5522388059701492,1,1,0.42000000000000015,1.2333333333333334,0,2.22,1.8,0.42000000000000015,2025,6,5
UFC Fight Night: Hill vs. Rountree,Curtis Blaydes,Rizvan Kuniev,1.42,3.2,Curtis Blaydes,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.7042253521126761,0.3125,1.016725352112676,0.016725352112676006,0.6926406926406927,0.3073593073593074,1,1,-1.7800000000000002,0.44375,1,3.2,1.42,1.7800000000000002,2025,6,5
UFC Fight Night: Hill vs. Rountree,Myktybek Orolbai,Tofiq Musayev,1.67,2.54,Myktybek Orolbai,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.5988023952095809,0.39370078740157477,0.9925031826111557,-0.007496817388844335,0.6033254156769596,0.3966745843230403,1,1,-0.8700000000000001,0.6574803149606299,1,2.54,1.67,0.8700000000000001,2025,6,5
UFC Fight Night: Hill vs. Rountree,Nazim Sadykhov,Nikolas Motta,1.24,4.6,Nazim Sadykhov,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.8064516129032259,0.2173913043478261,1.023842917251052,0.02384291725105192,0.7876712328767124,0.2123287671232877,1,1,-3.3599999999999994,0.26956521739130435,1,4.6,1.24,3.3599999999999994,2025,6,5
UFC Fight Night: Hill vs. Rountree,Muhammadjon Naimov,Bogdan Grad,1.4,3.1,Muhammadjon Naimov,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.7142857142857143,0.3225806451612903,1.0368663594470047,0.03686635944700467,0.6888888888888889,0.31111111111111106,1,1,-1.7000000000000002,0.4516129032258064,1,3.1,1.4,1.7000000000000002,2025,6,5
UFC Fight Night: Hill vs. Rountree,Seok Hyun Ko,Oban Elliott,4.7,1.21,Seok Hyun Ko,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.2127659574468085,0.8264462809917356,1.039212238438544,0.039212238438544045,0.20473773265651438,0.7952622673434856,1,1,3.49,3.8842975206611574,0,4.7,1.21,3.49,2025,6,5
UFC Fight Night: Hill vs. Rountree,Jun Yong Park,Ismail Naurdiev,1.61,2.52,Jun Yong Park,2025-06-21,http://www.betmma.tips/mma_event_betting_history.php?Event=1783,2025-08-02 09:58:58.713051,0.6211180124223602,0.3968253968253968,1.017943409247757,0.01794340924775706,0.6101694915254237,0.38983050847457623,1,1,-0.9099999999999999,0.638888888888889,1,2.52,1.61,0.9099999999999999,2025,6,5
